State,County,Scenario,Value
North Carolina,Scotland,Conservative,1
Arkansas,Scott,Conservative,1
Iowa,Scott,Conservative,1
Illinois,Scott,Conservative,1
Indiana,Scott,Conservative,1
Kansas,Scott,Conservative,1
Kentucky,Scott,Conservative,1
Minnesota,Scott,Conservative,1
Missouri,Scott,Conservative,1
Mississippi,Scott,Conservative,1
Tennessee,Scott,Conservative,1
Virginia,Scott,Conservative,1
Nebraska,Scotts Bluff,Conservative,1
Georgia,Screven,Conservative,1
Texas,Scurry,Conservative,1
Arkansas,Searcy,Conservative,1
Arkansas,Sebastian,Conservative,1
Colorado,Sedgwick,Conservative,1
Kansas,Sedgwick,Conservative,1
Florida,Seminole,Conservative,1
Georgia,Seminole,Conservative,1
Oklahoma,Seminole,Conservative,1
New York,Seneca,Conservative,1
Ohio,Seneca,Conservative,1
Tennessee,Sequatchie,Conservative,1
Oklahoma,Sequoyah,Conservative,1
Arkansas,Sevier,Conservative,1
Tennessee,Sevier,Conservative,1
Utah,Sevier,Conservative,1
Kansas,Seward,Conservative,1
Nebraska,Seward,Conservative,1
Texas,Shackelford,Conservative,1
Missouri,Shannon,Conservative,1
Mississippi,Sharkey,Conservative,1
Arkansas,Sharp,Conservative,1
California,Shasta,Conservative,1
Wisconsin,Shawano,Conservative,1
Kansas,Shawnee,Conservative,1
Wisconsin,Sheboygan,Conservative,1
Alabama,Shelby,Conservative,1
Iowa,Shelby,Conservative,1
Illinois,Shelby,Conservative,1
Indiana,Shelby,Conservative,1
Kentucky,Shelby,Conservative,1
Missouri,Shelby,Conservative,1
Ohio,Shelby,Conservative,1
Tennessee,Shelby,Conservative,1
Texas,Shelby,Conservative,1
Virginia,Shenandoah,Conservative,1
Minnesota,Sherburne,Conservative,1
Kansas,Sheridan,Conservative,1
Montana,Sheridan,Conservative,1
North Dakota,Sheridan,Conservative,1
Nebraska,Sheridan,Conservative,1
Wyoming,Sheridan,Conservative,1
Kansas,Sherman,Conservative,1
Nebraska,Sherman,Conservative,1
Oregon,Sherman,Conservative,1
Texas,Sherman,Conservative,1
Michigan,Shiawassee,Conservative,1
Idaho,Shoshone,Conservative,1
Minnesota,Sibley,Conservative,1
California,Sierra,Conservative,1
New Mexico,Sierra,Conservative,1
Montana,Silver Bow,Conservative,1
Kentucky,Simpson,Conservative,1
Mississippi,Simpson,Conservative,1
Iowa,Sioux,Conservative,1
North Dakota,Sioux,Conservative,1
Nebraska,Sioux,Conservative,1
California,Siskiyou,Conservative,1
Washington,Skagit,Conservative,1
Washington,Skamania,Conservative,1
North Dakota,Slope,Conservative,1
Kansas,Smith,Conservative,1
Mississippi,Smith,Conservative,1
Tennessee,Smith,Conservative,1
Texas,Smith,Conservative,1
Virginia,Smyth,Conservative,1
Washington,Snohomish,Conservative,1
Pennsylvania,Snyder,Conservative,1
New Mexico,Socorro,Conservative,1
California,Solano,Conservative,1
Maryland,Somerset,Conservative,1
Maine,Somerset,Conservative,1
New Jersey,Somerset,Conservative,1
Pennsylvania,Somerset,Conservative,1
Texas,Somervell,Conservative,1
California,Sonoma,Conservative,1
Virginia,Southampton,Conservative,1
Georgia,Spalding,Conservative,1
South Carolina,Spartanburg,Conservative,1
Indiana,Spencer,Conservative,1
Kentucky,Spencer,Conservative,1
South Dakota,Spink,Conservative,1
Washington,Spokane,Conservative,1
Virginia,Spotsylvania,Conservative,1
Louisiana,St Bernard,Conservative,1
Louisiana,St Charles,Conservative,1
Missouri,St Charles,Conservative,1
Alabama,St Clair,Conservative,1
Illinois,St Clair,Conservative,1
Michigan,St Clair,Conservative,1
Missouri,St Clair,Conservative,1
Wisconsin,St Croix,Conservative,1
Arkansas,St Francis,Conservative,1
Missouri,St Francois,Conservative,1
Louisiana,St Helena,Conservative,1
Louisiana,St James,Conservative,1
Florida,St Johns,Conservative,1
Indiana,St Joseph,Conservative,1
Michigan,St Joseph,Conservative,1
Louisiana,St Landry,Conservative,1
New York,St Lawrence,Conservative,1
Minnesota,St Louis,Conservative,1
Missouri,St Louis,Conservative,1
Florida,St Lucie,Conservative,1
Louisiana,St Martin,Conservative,1
Louisiana,St Mary,Conservative,1
Louisiana,St Tammany,Conservative,1
Kansas,Stafford,Conservative,1
Virginia,Stafford,Conservative,1
California,Stanislaus,Conservative,1
South Dakota,Stanley,Conservative,1
North Carolina,Stanly,Conservative,1
Kansas,Stanton,Conservative,1
Nebraska,Stanton,Conservative,1
Illinois,Stark,Conservative,1
North Dakota,Stark,Conservative,1
Ohio,Stark,Conservative,1
Indiana,Starke,Conservative,1
Texas,Starr,Conservative,1
Minnesota,Stearns,Conservative,1
Minnesota,Steele,Conservative,1
North Dakota,Steele,Conservative,1
Georgia,Stephens,Conservative,1
Oklahoma,Stephens,Conservative,1
Texas,Stephens,Conservative,1
Illinois,Stephenson,Conservative,1
Texas,Sterling,Conservative,1
Indiana,Steuben,Conservative,1
New York,Steuben,Conservative,1
Kansas,Stevens,Conservative,1
Minnesota,Stevens,Conservative,1
Washington,Stevens,Conservative,1
Georgia,Stewart,Conservative,1
Tennessee,Stewart,Conservative,1
Montana,Stillwater,Conservative,1
Missouri,Stoddard,Conservative,1
North Carolina,Stokes,Conservative,1
Arkansas,Stone,Conservative,1
Missouri,Stone,Conservative,1
Mississippi,Stone,Conservative,1
Texas,Stonewall,Conservative,1
Nevada,Storey,Conservative,1
Iowa,Story,Conservative,1
New Hampshire,Strafford,Conservative,1
North Dakota,Stutsman,Conservative,1
Wyoming,Sublette,Conservative,1
Virginia,Suffolk City,Conservative,1
Massachusetts,Suffolk,Conservative,1
New York,Suffolk,Conservative,1
Indiana,Sullivan,Conservative,1
Missouri,Sullivan,Conservative,1
New Hampshire,Sullivan,Conservative,1
New York,Sullivan,Conservative,1
Pennsylvania,Sullivan,Conservative,1
Tennessee,Sullivan,Conservative,1
South Dakota,Sully,Conservative,1
West Virginia,Summers,Conservative,1
Colorado,Summit,Conservative,1
Ohio,Summit,Conservative,1
Utah,Summit,Conservative,1
Kansas,Sumner,Conservative,1
Tennessee,Sumner,Conservative,1
Alabama,Sumter,Conservative,1
Florida,Sumter,Conservative,1
Georgia,Sumter,Conservative,1
South Carolina,Sumter,Conservative,1
Mississippi,Sunflower,Conservative,1
North Carolina,Surry,Conservative,1
Virginia,Surry,Conservative,1
Pennsylvania,Susquehanna,Conservative,1
Delaware,Sussex,Conservative,1
New Jersey,Sussex,Conservative,1
Virginia,Sussex,Conservative,1
California,Sutter,Conservative,1
Texas,Sutton,Conservative,1
Florida,Suwannee,Conservative,1
North Carolina,Swain,Conservative,1
Montana,Sweet Grass,Conservative,1
Wyoming,Sweetwater,Conservative,1
Minnesota,Swift,Conservative,1
Texas,Swisher,Conservative,1
Indiana,Switzerland,Conservative,1
Georgia,Talbot,Conservative,1
Maryland,Talbot,Conservative,1
Georgia,Taliaferro,Conservative,1
Alabama,Talladega,Conservative,1
Mississippi,Tallahatchie,Conservative,1
Alabama,Tallapoosa,Conservative,1
Iowa,Tama,Conservative,1
Missouri,Taney,Conservative,1
Louisiana,Tangipahoa,Conservative,1
New Mexico,Taos,Conservative,1
Texas,Tarrant,Conservative,1
Mississippi,Tate,Conservative,1
Georgia,Tattnall,Conservative,1
Florida,Taylor,Conservative,1
Georgia,Taylor,Conservative,1
Iowa,Taylor,Conservative,1
Kentucky,Taylor,Conservative,1
Texas,Taylor,Conservative,1
Wisconsin,Taylor,Conservative,1
West Virginia,Taylor,Conservative,1
Illinois,Tazewell,Conservative,1
Virginia,Tazewell,Conservative,1
California,Tehama,Conservative,1
Georgia,Telfair,Conservative,1
Colorado,Teller,Conservative,1
Louisiana,Tensas,Conservative,1
Louisiana,Terrebonne,Conservative,1
Georgia,Terrell,Conservative,1
Texas,Terrell,Conservative,1
Texas,Terry,Conservative,1
Idaho,Teton,Conservative,1
Montana,Teton,Conservative,1
Wyoming,Teton,Conservative,1
Missouri,Texas,Conservative,1
Oklahoma,Texas,Conservative,1
Nebraska,Thayer,Conservative,1
Georgia,Thomas,Conservative,1
Kansas,Thomas,Conservative,1
Nebraska,Thomas,Conservative,1
Texas,Throckmorton,Conservative,1
Nebraska,Thurston,Conservative,1
Washington,Thurston,Conservative,1
Georgia,Tift,Conservative,1
Oregon,Tillamook,Conservative,1
Oklahoma,Tillman,Conservative,1
New York,Tioga,Conservative,1
Pennsylvania,Tioga,Conservative,1
Mississippi,Tippah,Conservative,1
Indiana,Tippecanoe,Conservative,1
Indiana,Tipton,Conservative,1
Tennessee,Tipton,Conservative,1
Mississippi,Tishomingo,Conservative,1
Texas,Titus,Conservative,1
Kentucky,Todd,Conservative,1
Minnesota,Todd,Conservative,1
South Dakota,Todd,Conservative,1
Connecticut,Tolland,Conservative,1
Texas,Tom Green,Conservative,1
New York,Tompkins,Conservative,1
Utah,Tooele,Conservative,1
Montana,Toole,Conservative,1
Georgia,Toombs,Conservative,1
New Mexico,Torrance,Conservative,1
North Dakota,Towner,Conservative,1
Georgia,Towns,Conservative,1
North Dakota,Traill,Conservative,1
North Carolina,Transylvania,Conservative,1
Minnesota,Traverse,Conservative,1
Texas,Travis,Conservative,1
Montana,Treasure,Conservative,1
Kansas,Trego,Conservative,1
Wisconsin,Trempealeau,Conservative,1
Georgia,Treutlen,Conservative,1
Kentucky,Trigg,Conservative,1
Kentucky,Trimble,Conservative,1
California,Trinity,Conservative,1
Texas,Trinity,Conservative,1
South Dakota,Tripp,Conservative,1
Georgia,Troup,Conservative,1
Tennessee,Trousdale,Conservative,1
Ohio,Trumbull,Conservative,1
West Virginia,Tucker,Conservative,1
California,Tulare,Conservative,1
Oklahoma,Tulsa,Conservative,1
Mississippi,Tunica,Conservative,1
California,Tuolumne,Conservative,1
Georgia,Turner,Conservative,1
South Dakota,Turner,Conservative,1
Alabama,Tuscaloosa,Conservative,1
Ohio,Tuscarawas,Conservative,1
Michigan,Tuscola,Conservative,1
Georgia,Twiggs,Conservative,1
Idaho,Twin Falls,Conservative,1
Texas,Tyler,Conservative,1
West Virginia,Tyler,Conservative,1
North Carolina,Tyrrell,Conservative,1
Wyoming,Uinta,Conservative,1
Utah,Uintah,Conservative,1
New York,Ulster,Conservative,1
Oregon,Umatilla,Conservative,1
Tennessee,Unicoi,Conservative,1
Arkansas,Union,Conservative,1
Florida,Union,Conservative,1
Georgia,Union,Conservative,1
Iowa,Union,Conservative,1
Illinois,Union,Conservative,1
Indiana,Union,Conservative,1
Kentucky,Union,Conservative,1
Louisiana,Union,Conservative,1
Mississippi,Union,Conservative,1
North Carolina,Union,Conservative,1
New Jersey,Union,Conservative,1
New Mexico,Union,Conservative,1
Ohio,Union,Conservative,1
Oregon,Union,Conservative,1
Pennsylvania,Union,Conservative,1
South Carolina,Union,Conservative,1
South Dakota,Union,Conservative,1
Tennessee,Union,Conservative,1
Texas,Upshur,Conservative,1
West Virginia,Upshur,Conservative,1
Georgia,Upson,Conservative,1
Texas,Upton,Conservative,1
Utah,Utah,Conservative,1
Texas,Uvalde,Conservative,1
Texas,Val Verde,Conservative,1
New Mexico,Valencia,Conservative,1
Idaho,Valley,Conservative,1
Montana,Valley,Conservative,1
Nebraska,Valley,Conservative,1
Arkansas,Van Buren,Conservative,1
Iowa,Van Buren,Conservative,1
Michigan,Van Buren,Conservative,1
Tennessee,Van Buren,Conservative,1
Ohio,Van Wert,Conservative,1
Texas,Van Zandt,Conservative,1
North Carolina,Vance,Conservative,1
Indiana,Vanderburgh,Conservative,1
Pennsylvania,Venango,Conservative,1
California,Ventura,Conservative,1
Illinois,Vermilion,Conservative,1
Louisiana,Vermilion,Conservative,1
Indiana,Vermillion,Conservative,1
Louisiana,Vernon,Conservative,1
Missouri,Vernon,Conservative,1
Wisconsin,Vernon,Conservative,1
Texas,Victoria,Conservative,1
Indiana,Vigo,Conservative,1
Wisconsin,Vilas,Conservative,1
Ohio,Vinton,Conservative,1
Florida,Volusia,Conservative,1
Illinois,Wabash,Conservative,1
Indiana,Wabash,Conservative,1
Minnesota,Wabasha,Conservative,1
Kansas,Wabaunsee,Conservative,1
Minnesota,Wadena,Conservative,1
Oklahoma,Wagoner,Conservative,1
Washington,Wahkiakum,Conservative,1
North Carolina,Wake,Conservative,1
Florida,Wakulla,Conservative,1
Maine,Waldo,Conservative,1
Alabama,Walker,Conservative,1
Georgia,Walker,Conservative,1
Texas,Walker,Conservative,1
Washington,Walla Walla,Conservative,1
Kansas,Wallace,Conservative,1
Texas,Waller,Conservative,1
Oregon,Wallowa,Conservative,1
North Dakota,Walsh,Conservative,1
Mississippi,Walthall,Conservative,1
Florida,Walton,Conservative,1
Georgia,Walton,Conservative,1
South Dakota,Walworth,Conservative,1
Wisconsin,Walworth,Conservative,1
Iowa,Wapello,Conservative,1
North Dakota,Ward,Conservative,1
Texas,Ward,Conservative,1
Georgia,Ware,Conservative,1
Georgia,Warren,Conservative,1
Iowa,Warren,Conservative,1
Illinois,Warren,Conservative,1
Indiana,Warren,Conservative,1
Kentucky,Warren,Conservative,1
Missouri,Warren,Conservative,1
Mississippi,Warren,Conservative,1
North Carolina,Warren,Conservative,1
New Jersey,Warren,Conservative,1
New York,Warren,Conservative,1
Ohio,Warren,Conservative,1
Pennsylvania,Warren,Conservative,1
Tennessee,Warren,Conservative,1
Virginia,Warren,Conservative,1
Indiana,Warrick,Conservative,1
Utah,Wasatch,Conservative,1
Oregon,Wasco,Conservative,1
Minnesota,Waseca,Conservative,1
Wyoming,Washakie,Conservative,1
Wisconsin,Washburn,Conservative,1
Alabama,Washington,Conservative,1
Arkansas,Washington,Conservative,1
Colorado,Washington,Conservative,1
Florida,Washington,Conservative,1
Georgia,Washington,Conservative,1
Iowa,Washington,Conservative,1
Idaho,Washington,Conservative,1
Illinois,Washington,Conservative,1
Indiana,Washington,Conservative,1
Kansas,Washington,Conservative,1
Kentucky,Washington,Conservative,1
Louisiana,Washington,Conservative,1
Maryland,Washington,Conservative,1
Maine,Washington,Conservative,1
Minnesota,Washington,Conservative,1
Missouri,Washington,Conservative,1
Mississippi,Washington,Conservative,1
North Carolina,Washington,Conservative,1
Nebraska,Washington,Conservative,1
New York,Washington,Conservative,1
Ohio,Washington,Conservative,1
Oklahoma,Washington,Conservative,1
Oregon,Washington,Conservative,1
Pennsylvania,Washington,Conservative,1
Rhode Island,Washington,Conservative,1
Tennessee,Washington,Conservative,1
Texas,Washington,Conservative,1
Utah,Washington,Conservative,1
Virginia,Washington,Conservative,1
Vermont,Washington,Conservative,1
Wisconsin,Washington,Conservative,1
Oklahoma,Washita,Conservative,1
Nevada,Washoe,Conservative,1
Michigan,Washtenaw,Conservative,1
North Carolina,Watauga,Conservative,1
Minnesota,Watonwan,Conservative,1
Wisconsin,Waukesha,Conservative,1
Wisconsin,Waupaca,Conservative,1
Wisconsin,Waushara,Conservative,1
Georgia,Wayne,Conservative,1
Iowa,Wayne,Conservative,1
Illinois,Wayne,Conservative,1
Indiana,Wayne,Conservative,1
Kentucky,Wayne,Conservative,1
Michigan,Wayne,Conservative,1
Missouri,Wayne,Conservative,1
Mississippi,Wayne,Conservative,1
North Carolina,Wayne,Conservative,1
Nebraska,Wayne,Conservative,1
New York,Wayne,Conservative,1
Ohio,Wayne,Conservative,1
Pennsylvania,Wayne,Conservative,1
Tennessee,Wayne,Conservative,1
Utah,Wayne,Conservative,1
West Virginia,Wayne,Conservative,1
Tennessee,Weakley,Conservative,1
Texas,Webb,Conservative,1
Utah,Weber,Conservative,1
Georgia,Webster,Conservative,1
Iowa,Webster,Conservative,1
Kentucky,Webster,Conservative,1
Louisiana,Webster,Conservative,1
Missouri,Webster,Conservative,1
Mississippi,Webster,Conservative,1
Nebraska,Webster,Conservative,1
West Virginia,Webster,Conservative,1
Colorado,Weld,Conservative,1
Indiana,Wells,Conservative,1
North Dakota,Wells,Conservative,1
Louisiana,West Baton Rouge,Conservative,1
Louisiana,West Carroll,Conservative,1
Louisiana,West Feliciana,Conservative,1
New York,Westchester,Conservative,1
Pennsylvania,Westmoreland,Conservative,1
Virginia,Westmoreland,Conservative,1
Wyoming,Weston,Conservative,1
West Virginia,Wetzel,Conservative,1
Michigan,Wexford,Conservative,1
Texas,Wharton,Conservative,1
Washington,Whatcom,Conservative,1
Montana,Wheatland,Conservative,1
Georgia,Wheeler,Conservative,1
Nebraska,Wheeler,Conservative,1
Oregon,Wheeler,Conservative,1
Texas,Wheeler,Conservative,1
Arkansas,White,Conservative,1
Georgia,White,Conservative,1
Illinois,White,Conservative,1
Indiana,White,Conservative,1
Nevada,White Pine,Conservative,1
Tennessee,White,Conservative,1
Illinois,Whiteside,Conservative,1
Georgia,Whitfield,Conservative,1
Indiana,Whitley,Conservative,1
Kentucky,Whitley,Conservative,1
Washington,Whitman,Conservative,1
Montana,Wibaux,Conservative,1
Kansas,Wichita,Conservative,1
Texas,Wichita,Conservative,1
Maryland,Wicomico,Conservative,1
Texas,Wilbarger,Conservative,1
Alabama,Wilcox,Conservative,1
Georgia,Wilcox,Conservative,1
Georgia,Wilkes,Conservative,1
North Carolina,Wilkes,Conservative,1
Minnesota,Wilkin,Conservative,1
Georgia,Wilkinson,Conservative,1
Mississippi,Wilkinson,Conservative,1
Illinois,Will,Conservative,1
Texas,Willacy,Conservative,1
North Dakota,Williams,Conservative,1
Ohio,Williams,Conservative,1
South Carolina,Williamsburg,Conservative,1
Illinois,Williamson,Conservative,1
Tennessee,Williamson,Conservative,1
Texas,Williamson,Conservative,1
Kansas,Wilson,Conservative,1
North Carolina,Wilson,Conservative,1
Tennessee,Wilson,Conservative,1
Texas,Wilson,Conservative,1
Connecticut,Windham,Conservative,1
Vermont,Windham,Conservative,1
Vermont,Windsor,Conservative,1
Texas,Winkler,Conservative,1
Louisiana,Winn,Conservative,1
Iowa,Winnebago,Conservative,1
Illinois,Winnebago,Conservative,1
Wisconsin,Winnebago,Conservative,1
Iowa,Winneshiek,Conservative,1
Minnesota,Winona,Conservative,1
Alabama,Winston,Conservative,1
Mississippi,Winston,Conservative,1
West Virginia,Wirt,Conservative,1
Texas,Wise,Conservative,1
Virginia,Wise,Conservative,1
Kentucky,Wolfe,Conservative,1
Ohio,Wood,Conservative,1
Texas,Wood,Conservative,1
Wisconsin,Wood,Conservative,1
West Virginia,Wood,Conservative,1
Iowa,Woodbury,Conservative,1
Illinois,Woodford,Conservative,1
Kentucky,Woodford,Conservative,1
Arkansas,Woodruff,Conservative,1
Oklahoma,Woods,Conservative,1
Kansas,Woodson,Conservative,1
Oklahoma,Woodward,Conservative,1
Massachusetts,Worcester,Conservative,1
Maryland,Worcester,Conservative,1
Georgia,Worth,Conservative,1
Iowa,Worth,Conservative,1
Missouri,Worth,Conservative,1
Iowa,Wright,Conservative,1
Minnesota,Wright,Conservative,1
Missouri,Wright,Conservative,1
Ohio,Wyandot,Conservative,1
Kansas,Wyandotte,Conservative,1
New York,Wyoming,Conservative,1
Pennsylvania,Wyoming,Conservative,1
West Virginia,Wyoming,Conservative,1
Virginia,Wythe,Conservative,1
North Carolina,Yadkin,Conservative,1
Washington,Yakima,Conservative,1
Mississippi,Yalobusha,Conservative,1
Oregon,Yamhill,Conservative,1
North Carolina,Yancey,Conservative,1
South Dakota,Yankton,Conservative,1
New York,Yates,Conservative,1
Arizona,Yavapai,Conservative,1
Mississippi,Yazoo,Conservative,1
Arkansas,Yell,Conservative,1
Minnesota,Yellow Medicine,Conservative,1
Montana,Yellowstone,Conservative,1
Texas,Yoakum,Conservative,1
California,Yolo,Conservative,1
Maine,York,Conservative,1
Nebraska,York,Conservative,1
Pennsylvania,York,Conservative,1
South Carolina,York,Conservative,1
Virginia,York,Conservative,1
Texas,Young,Conservative,1
California,Yuba,Conservative,1
Arizona,Yuma,Conservative,1
Colorado,Yuma,Conservative,1
Texas,Zapata,Conservative,1
Texas,Zavala,Conservative,1
South Dakota,Ziebach,Conservative,1
South Carolina,Abbeville,Moderate,2
Louisiana,Acadia,Moderate,2
Virginia,Accomack,Moderate,2
Idaho,Ada,Moderate,2
Iowa,Adair,Moderate,2
Kentucky,Adair,Moderate,2
Missouri,Adair,Moderate,2
Oklahoma,Adair,Moderate,2
Colorado,Adams,Moderate,2
Iowa,Adams,Moderate,2
Idaho,Adams,Moderate,2
Illinois,Adams,Moderate,2
Indiana,Adams,Moderate,2
Mississippi,Adams,Moderate,2
North Dakota,Adams,Moderate,2
Nebraska,Adams,Moderate,2
